"Mkt Al","Orig","Dest","Op Al","Stop-1 Al","Stop-1 Airport","Stop-2 Al","Stop-2 Airport","Total Pax","Pax Share","% POO Orig","% POO Dest","% POO Other","Fare","Rev","Yield","Year","Month","Class","Year-Month-Day"
"MF","URC","SYD","3U","3U","CTU","MF","XMN","0.1492","6.45005263532594e-05","95.94317024128684","2.473297587131368","1.591970509383378","396.5160857908848","59.1602","0.0368286505402342","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","XMN","SYD","MF","ZL","MEL",NULL,NULL,"0.2336","0.0001009874192769","98.1","0.48","1.42","327.14255136986304","76.4205","0.0445099532452041","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","ZUH","SYD","CZ","CZ","HAK","MF","XMN","0.0185","7.997719420477873e-06","95.93994594594596","2.4767027027027027","1.5917837837837838","290.718918918919","5.3783","0.0394247840741441","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","ZUH","SYD","MF","MF","XMN","QF","MEL","0.0838","3.622750742897545e-05","95.94175417661096","2.4746778042959425","1.5920047732696896","291.6873508353222","24.4434","0.0395561144304095","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","CZX","SYD","CZ","CZ","CAN","MF","XMN","0.018","7.781564841546039e-06","95.98244444444444","2.439333333333334","1.586666666666667","310.89444444444445","5.5961","0.038869386505842","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","YNT","SYD","MU","MU","SHA","MF","XMN","0.0821","3.5492581860607214e-05","95.94247259439707","2.473593179049939","1.5923751522533491","327.0231425091352","26.8486","0.0383835963817435","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HET","SYD","MF","MF","XMN","QF","MEL","0.042","1.815698463027409e-05","95.92628571428573","2.488714285714285","1.5934285714285714","347.5333333333333","14.5964","0.0377266248997504","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HET","SYD","MF","MF","HGH","MF","XMN","0.1513","6.54083755847731e-05","95.93652346331793","2.4794712491738267","1.5924388631857238","348.09319233311305","52.6665","0.0377874006252871","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HGH","SYD","MF","MF","XMN","QF","MEL","5.764","0.0024918299859261","95.9408622484386","2.475580846634282","1.5919923664122138","304.75085010409435","1756.5839","0.0390520516410387","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HGH","SYD","MF","MF","CAN","MF","XMN","0.0812","3.510350361852991e-05","95.9431527093596","2.4735837438423647","1.5916995073891629","304.9027093596059","24.7581","0.0390715115227301","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HGH","SYD","MF","MF","XMN","VA","MEL","0.3639","0.0001573173025465","95.94006320417698","2.476466062104974","1.591904369332234","304.7208024182468","110.8879","0.0390482012045952","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","LYG","SYD","CZ","CZ","CAN","MF","XMN","0.023","9.943110630864385e-06","95.94826086956522","2.469391304347826","1.5907826086956522","318.7304347826087","7.3308","0.0384936656124246","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","CGD","SYD","CZ","CZ","CAN","MF","XMN","0.0822","3.5535812776393577e-05","95.94463503649636","2.4715450121654503","1.5922627737226278","314.56447688564475","25.8572","0.0387589338409002","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","LYA","SYD","MF","MF","XMN","QF","MEL","0.1132","4.893739667016731e-05","95.94731448763253","2.470008833922262","1.5911130742049469","329.3038869257951","37.2772","0.0382824973091489","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","LZH","SYD","CZ","CZ","CAN","MF","XMN","0.0587","2.537654756659736e-05","95.92809199318567","2.4867120954003408","1.5936286201022147","305.2555366269165","17.9185","0.0390683823012771","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","NNY","SYD","CZ","CZ","CAN","MF","XMN","0.1528","6.605683932156859e-05","95.94469240837698","2.4722905759162304","1.5914528795811518","324.4096858638744","49.5698","0.038432570558448","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","SYX","SYD","CZ","CZ","WUH","MF","XMN","0.172","7.435717515255104e-05","95.94178488372094","2.474732558139535","1.591918604651163","288.8476744186047","49.6818","0.0396644471172677","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","SYX","SYD","CZ","CZ","CAN","MF","XMN","0.2366","0.0001022843467505","95.9436517328825","2.473136094674556","1.5916483516483515","288.7704987320372","68.3231","0.039653849382857","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","SYX","SYD","CZ","CZ","CSX","MF","XMN","0.0897","3.87781314603711e-05","95.93719063545151","2.4795317725752506","1.591705685618729","288.6399108138238","25.891","0.0396359171021607","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","LZO","SYD","MF","MF","PKX","MF","XMN","0.2822","0.0001219976443491","96.18","2.3","1.52","358.6863926293409","101.2213","0.0423479746634954","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","YNZ","SYD","MF","MF","XMN","QF","MEL","0.042","1.815698463027409e-05","95.92628571428573","2.488714285714285","1.5934285714285714","314.1738095238095","13.1953","0.038641835692025","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HSN","SYD","MU","MF","XMN",NULL,NULL,"0.3137","0.0001356153828218","96.18","2.3000000000000003","1.5200000000000002","331.64934650940387","104.0384","0.0441752088167535","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","HSN","SYD","MF","MF","XMN",NULL,NULL,"6.5566","0.0028344782244489","96.18","2.3","1.5199999999999998","331.6176676936217","2174.2844","0.0441709892447356","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","WXN","SYD","MF","MF","XMN","QF","MEL","0.1342","5.801588898530436e-05","95.94402384500744","2.4729359165424736","1.5914754098360653","324.89418777943365","43.6008","0.0383948056506136","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","LXA","SYD","MU","MU","XIY","MF","XMN","0.0587","2.537654756659736e-05","95.92809199318567","2.4867120954003408","1.5936286201022147","355.0613287904599","20.8421","0.0375979687154552","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","KRL","SYD","PN","PN","CGO","MF","XMN","0.0231","9.98634154665075e-06","95.95593073593074","2.4621212121212124","1.5903896103896105","394.3636363636364","9.1098","0.0369212297803176","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","KRL","SYD","CZ","CZ","URC","MF","XMN","0.023","9.943110630864385e-06","95.94826086956522","2.469391304347826","1.5907826086956522","392.9","9.0367","0.0367842007809023","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","AKU","SYD","CZ","CZ","XIY","MF","XMN","0.0179","7.738333925759673e-06","95.9727374301676","2.44854748603352","1.587150837988827","410.29050279329607","7.3442","0.0366771253056578","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","MIG","SYD","CZ","CZ","CAN","MF","XMN","0.0235","1.0159265209796218e-05","95.91553191489362","2.4981702127659573","1.594723404255319","332.8723404255319","7.8225","0.0381618602057715","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","MIG","SYD","FM","FM","PVG","MF","XMN","0.0233","1.0072803378223483e-05","95.9710729613734","2.4477682403433474","1.5896137339055796","333.21030042918454","7.7638","0.0382006053367067","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","TEN","SYD","9H","MF","XMN",NULL,NULL,"0.3768","0.000162894090683","96.18","2.3","1.5199999999999998","349.3922505307856","131.651","0.0429480274020604","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","DSN","SYD","CZ","CZ","CGO","MF","XMN","0.0179","7.738333925759673e-06","95.9727374301676","2.44854748603352","1.587150837988827","348.659217877095","6.241","0.0378951885858008","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","YCU","SYD","CZ","CZ","CAN","MF","XMN","0.0587","2.537654756659736e-05","95.92809199318567","2.4867120954003408","1.5936286201022147","335.05962521294714","19.668","0.038096321695642","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","YCU","SYD","MF","MF","XMN","QF","MEL","0.0083","3.588166010268452e-06","96.03530120481926","2.3957831325301204","1.5773493975903614","334.0240963855422","2.7724","0.0379785819372069","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","JNG","SYD","MF","MF","INC","MF","XMN","0.1463","6.324682979545476e-05","96.18","2.3","1.5199999999999998","358.9835953520164","52.5193","0.0423187372156063","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","DQA","SYD","CA","CA","PEK","MF","XMN","0.0822","3.5535812776393577e-05","95.94463503649636","2.4715450121654503","1.5922627737226278","351.69586374695865","28.9094","0.0377759165778798","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","DQA","SYD","CZ","CZ","XIY","MF","XMN","0.0627","2.710578419805204e-05","95.94409888357256","2.4726634768740032","1.5916746411483254","351.55502392344494","22.0425","0.0377607888667739","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","DQA","SYD","CZ","CZ","PKX","MF","XMN","0.0627","2.710578419805204e-05","95.94409888357256","2.4726634768740032","1.5916746411483254","351.5454545454545","22.0419","0.0377597610127047","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","YTY","SYD","ZH","MF","XMN",NULL,NULL,"0.2842","0.0001228622626648","96.18","2.3","1.52","347.42083040112595","98.737","0.0430806814698261","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","ZQZ","SYD","9C","9C","SHA","MF","XMN","0.1759","7.604318086821934e-05","95.94616827743036","2.470955088118249","1.5913132461625925","343.63445139283687","60.4453","0.0379060088788957","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","WMT","SYD","MF","MF","XMN","QF","MEL","0.0713","3.082364295567959e-05","95.93897615708276","2.4778962131837305","1.5915568022440392","320.39551192145865","22.8442","0.038522550413945","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","PKX","SYD","CZ","CZ","KWE","MF","XMN","0.023","9.943110630864385e-06","99.14143478260873","0","0.8585652173913043","337.3","7.7579","0.0379620544130307","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","PKX","SYD","CZ","MF","XMN",NULL,NULL,"0.3674","0.0001588303845991","99.76","0","0.24","370.20985302123023","136.0151","0.0416659548906967","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","PKX","SYD","MU","MU","XIY","MF","XMN","0.0828","3.579519827111178e-05","99.14055555555557","0","0.8594444444444445","338.1243961352657","27.9967","0.0380548376058704","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","PKX","SYD","MF","MF","XMN","QF","MEL","5.0622","0.0021884354189374","99.14123266563944","0","0.8587673343605547","338.0947414167753","1711.5032","0.038051500060549","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"MF","PKX","SYD","MF","MF","XMN","VA","MEL","0.5375","0.0002323661723517","99.14112930232558","0","0.8588706976744187","338.1106976744186","181.7345","0.0380532958871747","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"VN","XIY","SYD","MF","MF","XMN","VN","SGN","0.2318","0.0001002092627927","95.94059965487487","2.475970664365833","1.5918636755823987","334.3567730802416","77.5039","0.038135034141067","2022","Mar","DiscountEco","2022-03-01 00:00:00"
"EY","KTM","SYD","EY","EY","AUH",NULL,NULL,"789.9073","0.2039070688247037","99.12570196528124","0.8742980347187577","0","425.5699600446786","336160.8181","0.043744733256528","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"SQ","CKG","SYD","SQ","SQ","SIN",NULL,NULL,"9.394","0.0024249718980179","100","0","0","438.8190334255908","4122.266","0.0518580268219629","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"MF","TSN","SYD","MF","MF","XMN",NULL,NULL,"16.7506","0.0043240083324398","100","0","0","347.951745012119","5828.4005","0.0395043285015462","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"MU","HKG","SYD","CX","MU","PVG",NULL,NULL,"0.7588","0.0001958770147132","95.13","4.31","0.5599999999999999","508.3867949393779","385.7639","0.068973123972266","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"CI","HKG","SYD","CI","CI","TPE",NULL,NULL,"3.5041","0.0009045501413503","95.14732941411488","4.317584543820097","0.5350860420650095","303.85750977426443","1064.7471","0.0412245201885377","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"CZ","CKG","SYD","CA","CZ","CAN",NULL,NULL,"1.1202","0.0002891689929912","100","0","0","337.4262631672915","377.9849","0.0398758004391148","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"MF","XMN","SYD","MF","QF","MEL",NULL,NULL,"0.8502","0.0002194710568123","100","0","0","303.19760056457307","257.7786","0.0412520809924527","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"CZ","FOC","SYD","CZ","CZ","CAN",NULL,NULL,"3.8153","0.0009848834663091","95.47","1.84","2.69","344.0120567189998","1312.5092","0.046388711173116","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"MF","XMN","SYD","MF","VA","MEL",NULL,NULL,"0.4417","0.0001140206607786","96.9997170024904","3.000282997509622","0","303.1824767942042","133.9157","0.041250023301366","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"CZ","PKX","SYD","MU","CZ","CAN",NULL,NULL,"2.6519","0.0006845628035292","96.97581960104075","3.0263011425770205","0","350.2864738489385","928.9247","0.0394236412107977","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"MH","DAC","SYD","AK","MH","KUL",NULL,NULL,"0.0797","2.057379819800233e-05","100","0","0","444.8055207026349","35.451","0.049057390087615","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"CX","TSN","SYD","CA","CA","CTU","CX","HKG","0.2877","7.42670231062142e-05","100","0","0","494.0375391032325","142.1346","0.0560900225867523","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"MH","DAC","SYD","BS","MH","KUL",NULL,NULL,"0.3458","8.926498640990222e-05","95.00289184499712","4.997108155002892","0","444.6385193753615","153.756","0.049038971590371","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"QF","PVG","SYD","HO","QF","SIN",NULL,NULL,"0.9322","0.0002406385781703","96.22","3.31","0.47","356.0848530358292","331.9423","0.0454334433061013","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"NH","KIX","SYD","JL","NH","HND",NULL,NULL,"3.2951","0.0008505987759377","95.37","4.629999999999999","0","371.7973657855604","1225.1095","0.0479800979537233","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"CI","PVG","SYD","CZ","CI","TPE",NULL,NULL,"0.0133","3.4332687080731627e-06","96.11488721804513","3.399699248120301","0.4863157894736842","316.17293233082705","4.2051","0.0403410166804568","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"CI","KIX","SYD","IT","CI","TPE",NULL,NULL,"0.0189","4.878855532525021e-06","95.49613756613756","4.503862433862434","0","315.4285714285714","5.9616","0.0407057584245359","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"BA","TSN","SYD","TR","BA","SIN",NULL,NULL,"0.6045","0.0001560459348894","100","0","0","376.10835401157976","227.3575","0.0427010589314096","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"BA","PVG","SYD","MU","BA","SIN",NULL,NULL,"0.7202","0.0001859127912446","96.22","3.3100000000000005","0.47","356.07331296861986","256.444","0.0454319708902295","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"BA","PVG","SYD","HO","BA","SIN",NULL,NULL,"0.726","0.00018741000617","96.22","3.31","0.47","356.085261707989","258.5179","0.0454334954492442","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"BA","RGN","SYD","8M","BA","SIN",NULL,NULL,"3.9737","0.0010257729222007","100","0","0","466.3505297329944","1853.1371","0.0575524893058837","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"BA","RGN","SYD","SQ","BA","SIN",NULL,NULL,"2.5045","0.0006465128931856","100","0","0","466.3472150129766","1167.9666","0.0575520802350748","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"BA","HKG","SYD","TR","BA","SIN",NULL,NULL,"3.8244","0.0009872325448988","95.13","4.31","0.56","508.3635341491476","1944.1855","0.068969968167701","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"BA","HKG","SYD","SQ","BA","SIN",NULL,NULL,"6.1192","0.0015796133743188","95.13","4.31","0.5599999999999999","508.3661916590404","3110.7944","0.0689703287135711","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"TR","HKG","SYD","UO","TR","SIN",NULL,NULL,"0.9145","0.000236069491243","95.14","4.33","0.53","174.32706396938218","159.4221","0.0236510513541468","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"TR","SUB","SYD","TR","TR","SIN",NULL,NULL,"1.6907","0.0004364381507322","98.36162536227596","1.6383746377240196","0","224.6063760572544","379.742","0.0456987331992438","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"QF","DPS","SYD","ID","GA","CGK","QF","SIN","1.93","0.0004982111734271","100","0","0","315.57886010362694","609.0672","0.0683008052480027","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"QF","SUB","SYD","GA","QF","CGK",NULL,NULL,"3.0431","0.0007855473688374","98.57","1.43","0","331.39279024678785","1008.4614","0.067425649135537","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"QF","SUB","SYD","IN","IN","PKN","QF","CGK","7.0109","0.0018097972620624","98.36397609436736","1.6360239056326578","0","327.961745282346","2299.307","0.0667275638399324","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"QF","SUB","SYD","IN","IN","SMQ","QF","CGK","4.229","0.0010916761929655","98.36367935682192","1.636320643178056","0","327.9557578623788","1386.9249","0.0667263456309373","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"QF","SUB","SYD","JT","QF","DPS",NULL,NULL,"22.9273","0.0059184647857598","98.36395912296696","1.6360408770330566","0","327.9615262154724","7519.2723","0.066727519268274","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"QF","SUB","SYD","QG","QF","CGK",NULL,NULL,"2.3802","0.0006144260284929","98.57","1.4300000000000002","0","331.3849256365011","788.7624","0.0674240489907262","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"QF","SUB","SYD","QG","QF","DPS",NULL,NULL,"0.5603","0.0001446361245964","98.3580224879529","1.6419775120471176","0","327.9280742459397","183.7381","0.0667207130829046","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"QF","SUB","SYD","QZ","QF","DPS",NULL,NULL,"13.8689","0.0035801248410072","98.36396541903106","1.6360345809689305","0","327.9608260208091","4548.4559","0.0667273768056708","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"QF","SUB","SYD","ID","QF","CGK",NULL,NULL,"1.7442","0.0004502486677158","98.57","1.43","0","331.38332760004585","577.9988","0.0674237238519525","2022","Apr","DiscountEco","2022-04-01 00:00:00"
"QF","CMB","SYD","QF","QF","SIN","QF","MEL","5.7116","0.0014743953047391","100","0","0","504.6726836613208","2882.4885","0.0576132768781992","2022","Apr","DiscountEco","2022-04-01 00:00:00"
